 0	259
 1	546
 2	475
 3	487
 4	518
 5	501
 6	536
 7	498
 8	494
 9	478
10	497
11	494
12	555
13	519
14	516
15	481
16	476
17	475
18	534
19	525
20	494
21	471
22	501
23	490
24	498
25	517
26	493
27	497
28	490
29	510
30	490
31	571
32	481
33	492
34	500
35	529
36	535
37	467
38	529
39	453
40	475
41	481
42	467
43	527
44	476
45	490
46	515
47	489
48	515
49	515
50	502
51	490
52	486
53	495
54	503
55	540
56	499
57	521
58	516
59	498
60	457
61	497
62	524
63	475
64	524
65	505
66	511
67	481
68	508
69	492
70	465
71	505
72	512
73	500
74	470
75	491
76	515
77	503
78	518
79	507
80	527
81	509
82	482
83	517
84	469
85	502
86	481
87	495
88	495
89	489
90	502
91	513
92	513
93	472
94	505
95	519
96	478
97	471
98	453
99	508
100	268
