 0	251
 1	500
 2	499
 3	500
 4	501
 5	501
 6	498
 7	501
 8	499
 9	500
10	501
11	500
12	499
13	501
14	499
15	501
16	500
17	500
18	500
19	500
20	498
21	502
22	500
23	500
24	500
25	500
26	500
27	499
28	500
29	501
30	501
31	498
32	501
33	499
34	500
35	501
36	500
37	499
38	501
39	499
40	501
41	500
42	500
43	500
44	500
45	498
46	502
47	500
48	500
49	500
50	500
51	500
52	499
53	500
54	501
55	501
56	498
57	501
58	499
59	500
60	501
61	500
62	499
63	501
64	499
65	501
66	500
67	500
68	500
69	500
70	498
71	502
72	500
73	500
74	500
75	500
76	500
77	499
78	500
79	501
80	501
81	498
82	501
83	499
84	500
85	501
86	500
87	499
88	501
89	499
90	501
91	500
92	500
93	500
94	500
95	498
96	502
97	500
98	500
99	500
100	249
