 0	505
 1	1021
 2	974
 3	984
 4	996
 5	985
 6	1017
 7	1015
 8	1034
 9	961
10	1022
11	1017
12	1000
13	1043
14	1033
15	965
16	1067
17	1024
18	978
19	995
20	1051
21	1036
22	996
23	984
24	1041
25	986
26	1002
27	1040
28	1038
29	1036
30	1002
31	1015
32	946
33	963
34	1071
35	983
36	988
37	982
38	1009
39	1003
40	1007
41	995
42	1020
43	965
44	973
45	1014
46	1015
47	1030
48	1024
49	1003
50	1004
51	982
52	1038
53	985
54	1027
55	987
56	1003
57	975
58	999
59	1002
60	994
61	983
62	1017
63	999
64	964
65	988
66	1024
67	1028
68	1039
69	982
70	1024
71	1025
72	1002
73	1068
74	1003
75	1010
76	993
77	954
78	963
79	962
80	985
81	1021
82	999
83	938
84	989
85	996
86	969
87	983
88	941
89	972
90	961
91	968
92	1012
93	986
94	937
95	1001
96	991
97	955
98	1046
99	989
100	483
