 0	512
 1	1004
 2	977
 3	986
 4	1009
 5	967
 6	1014
 7	951
 8	1030
 9	1041
10	981
11	966
12	1054
13	984
14	1012
15	976
16	1050
17	1002
18	996
19	988
20	1053
21	1057
22	965
23	999
24	983
25	993
26	991
27	981
28	1068
29	981
30	1022
31	991
32	1051
33	1006
34	988
35	1009
36	1023
37	960
38	937
39	1017
40	948
41	989
42	1043
43	1053
44	975
45	1024
46	1011
47	927
48	1015
49	1006
50	993
51	989
52	1026
53	1025
54	1022
55	962
56	1023
57	973
58	955
59	1002
60	1054
61	1046
62	995
63	1007
64	999
65	1003
66	993
67	1028
68	963
69	1003
70	1054
71	1004
72	925
73	1040
74	976
75	992
76	1025
77	996
78	943
79	978
80	950
81	968
82	1051
83	1015
84	977
85	948
86	1003
87	958
88	987
89	1001
90	982
91	1036
92	978
93	1054
94	1017
95	986
96	1081
97	961
98	1018
99	997
100	472
