 0	5001
 1	10000
 2	10000
 3	10001
 4	9998
 5	10001
 6	10000
 7	10000
 8	10000
 9	10000
10	10000
11	10000
12	9999
13	10001
14	10001
15	9999
16	10001
17	9999
18	9999
19	10001
20	10000
21	10000
22	10001
23	9999
24	10000
25	10000
26	10000
27	10000
28	10001
29	9998
30	10001
31	10000
32	10000
33	10000
34	10000
35	10000
36	10000
37	9999
38	10001
39	10001
40	9999
41	10001
42	9999
43	9999
44	10001
45	10000
46	10000
47	10001
48	9999
49	10000
50	10000
51	10000
52	10000
53	10001
54	9998
55	10001
56	10000
57	10000
58	10000
59	10000
60	10000
61	10000
62	9999
63	10001
64	10001
65	9999
66	10001
67	9999
68	9999
69	10001
70	10000
71	10000
72	10001
73	9999
74	10000
75	10000
76	10000
77	10000
78	10001
79	9998
80	10001
81	10000
82	10000
83	10000
84	10000
85	10000
86	10000
87	9999
88	10001
89	10001
90	9999
91	10001
92	9999
93	9999
94	10001
95	10000
96	10000
97	10001
98	9999
99	10000
100	4999
