 0	485
 1	996
 2	1024
 3	983
 4	1039
 5	1033
 6	1018
 7	1050
 8	1014
 9	976
10	1013
11	991
12	1008
13	940
14	1070
15	1009
16	966
17	998
18	993
19	1002
20	1008
21	935
22	1031
23	1025
24	985
25	1022
26	1027
27	1118
28	1011
29	1004
30	997
31	1018
32	1056
33	1020
34	949
35	998
36	959
37	1003
38	957
39	976
40	1017
41	1009
42	1032
43	1022
44	959
45	892
46	945
47	974
48	997
49	994
50	1018
51	962
52	1043
53	1049
54	976
55	964
56	968
57	1012
58	1041
59	999
60	1026
61	1024
62	1005
63	996
64	990
65	934
66	1010
67	977
68	1010
69	1035
70	974
71	963
72	1069
73	1002
74	974
75	1043
76	978
77	1006
78	958
79	994
80	935
81	960
82	981
83	928
84	1018
85	1033
86	1051
87	950
88	990
89	1000
90	1017
91	1012
92	1001
93	994
94	1018
95	1012
96	1013
97	1009
98	993
99	1038
100	499
