18	1
19	1
20	6
21	5
22	19
23	21
24	42
25	70
26	105
27	162
28	221
29	315
30	392
31	573
32	700
33	949
34	1183
35	1362
36	1628
37	1926
38	2176
39	2508
40	2787
41	3086
42	3338
43	3569
44	3729
45	3744
46	3989
47	4020
48	4105
49	3995
50	4007
51	3878
52	3663
53	3691
54	3396
55	3234
56	2991
57	2770
58	2524
59	2351
60	2103
61	1928
62	1675
63	1588
64	1409
65	1217
66	1102
67	883
68	771
69	641
70	538
71	468
72	420
73	365
74	306
75	248
76	214
77	159
78	142
79	99
80	82
81	71
82	65
83	57
84	38
85	36
86	25
87	28
88	20
89	9
90	11
91	11
92	11
93	10
94	3
95	4
96	2
97	3
98	2
99	1
101	1
102	2
