19	3
20	2
21	7
22	13
23	21
24	39
25	58
26	93
27	137
28	187
29	325
30	402
31	586
32	721
33	909
34	1078
35	1379
36	1608
37	1890
38	2220
39	2540
40	2799
41	3102
42	3338
43	3563
44	3749
45	3837
46	3945
47	4102
48	4032
49	3989
50	3919
51	3855
52	3771
53	3608
54	3363
55	3302
56	3057
57	2780
58	2608
59	2288
60	2207
61	1913
62	1787
63	1534
64	1340
65	1271
66	988
67	881
68	764
69	606
70	594
71	477
72	415
73	339
74	267
75	252
76	223
77	154
78	152
79	118
80	87
81	88
82	67
83	60
84	38
85	29
86	29
87	22
88	14
89	13
90	14
91	8
92	8
93	3
94	3
95	3
96	1
97	1
98	2
99	1
100	1
107	1
