 0	510
 1	996
 2	977
 3	1014
 4	1008
 5	999
 6	1010
 7	1049
 8	984
 9	1023
10	1029
11	974
12	965
13	1000
14	974
15	998
16	1048
17	1037
18	927
19	965
20	992
21	1020
22	980
23	994
24	925
25	1036
26	1002
27	1034
28	997
29	1021
30	968
31	1011
32	1012
33	961
34	1024
35	950
36	1044
37	979
38	1042
39	984
40	1060
41	970
42	950
43	1065
44	998
45	991
46	1015
47	1034
48	966
49	979
50	988
51	1015
52	1026
53	1012
54	991
55	1006
56	1038
57	972
58	954
59	1048
60	999
61	1033
62	1041
63	992
64	969
65	971
66	1047
67	966
68	1040
69	997
70	999
71	953
72	1032
73	1046
74	1031
75	955
76	1028
77	1005
78	988
79	971
80	1002
81	1012
82	994
83	1027
84	990
85	1022
86	991
87	951
88	1026
89	996
90	1008
91	970
92	1039
93	985
94	1004
95	973
96	971
97	1012
98	915
99	1006
100	502
