 0	497
 1	1002
 2	1031
 3	944
 4	997
 5	948
 6	1048
 7	1011
 8	1021
 9	1034
10	1018
11	1000
12	1022
13	1010
14	990
15	996
16	971
17	957
18	1010
19	1019
20	1011
21	968
22	1010
23	982
24	965
25	983
26	1013
27	956
28	969
29	1031
30	1010
31	982
32	1059
33	974
34	939
35	993
36	995
37	1033
38	1035
39	1074
40	993
41	992
42	968
43	995
44	1007
45	1009
46	1006
47	974
48	1001
49	982
50	1021
51	971
52	1026
53	981
54	955
55	1043
56	1012
57	1039
58	978
59	1012
60	1028
61	926
62	974
63	1052
64	1017
65	1024
66	1007
67	943
68	968
69	1003
70	988
71	1057
72	965
73	947
74	993
75	933
76	958
77	1042
78	1022
79	972
80	983
81	1025
82	1048
83	1024
84	1026
85	974
86	1004
87	962
88	1054
89	969
90	1002
91	964
92	1008
93	1041
94	1028
95	1015
96	999
97	1070
98	1012
99	979
100	521
