 0	497
 1	982
 2	996
 3	1019
 4	1003
 5	950
 6	968
 7	1041
 8	1053
 9	991
10	974
11	994
12	1028
13	1006
14	1031
15	949
16	968
17	1036
18	966
19	1035
20	1010
21	927
22	995
23	1040
24	991
25	1027
26	974
27	1042
28	962
29	1003
30	1015
31	964
32	955
33	1028
34	1031
35	964
36	1054
37	995
38	963
39	1102
40	935
41	1002
42	1011
43	1006
44	1011
45	978
46	1016
47	1025
48	1037
49	1024
50	1043
51	991
52	1002
53	985
54	982
55	1009
56	1000
57	935
58	1007
59	1040
60	1006
61	1016
62	947
63	1053
64	989
65	1002
66	997
67	943
68	1031
69	1011
70	993
71	992
72	967
73	1003
74	1021
75	1043
76	1026
77	985
78	1041
79	997
80	1000
81	983
82	966
83	995
84	945
85	950
86	994
87	986
88	1032
89	997
90	1040
91	971
92	1004
93	1038
94	1021
95	968
96	1013
97	963
98	1013
99	989
100	501
