 0	55
 1	101
 2	82
 3	106
 4	98
 5	111
 6	77
 7	119
 8	92
 9	86
10	81
11	101
12	117
13	108
14	81
15	113
16	99
17	114
18	115
19	89
20	113
21	87
22	94
23	104
24	92
25	97
26	93
27	93
28	106
29	103
30	102
31	107
32	113
33	111
34	95
35	114
36	121
37	91
38	103
39	85
40	104
41	112
42	106
43	92
44	116
45	104
46	88
47	101
48	103
49	108
50	90
51	126
52	100
53	94
54	98
55	93
56	89
57	108
58	89
59	85
60	87
61	115
62	98
63	93
64	97
65	94
66	108
67	96
68	87
69	101
70	98
71	78
72	98
73	95
74	105
75	90
76	93
77	83
78	107
79	89
80	117
81	94
82	105
83	98
84	98
85	118
86	103
87	106
88	103
89	105
90	110
91	117
92	111
93	117
94	106
95	96
96	94
97	85
98	81
99	104
100	45
