 0	39
 1	100
 2	91
 3	96
 4	96
 5	95
 6	97
 7	105
 8	85
 9	113
10	98
11	114
12	99
13	99
14	100
15	116
16	109
17	114
18	100
19	100
20	94
21	112
22	101
23	96
24	116
25	102
26	104
27	100
28	112
29	103
30	85
31	92
32	85
33	91
34	116
35	96
36	99
37	90
38	108
39	93
40	103
41	118
42	81
43	99
44	98
45	94
46	105
47	93
48	112
49	94
50	104
51	96
52	95
53	80
54	103
55	97
56	103
57	85
58	110
59	118
60	110
61	109
62	95
63	98
64	92
65	88
66	106
67	106
68	99
69	104
70	105
71	118
72	106
73	88
74	104
75	102
76	88
77	95
78	120
79	113
80	74
81	94
82	108
83	87
84	95
85	89
86	113
87	106
88	102
89	97
90	94
91	108
92	121
93	84
94	94
95	96
96	104
97	85
98	104
99	108
100	42
