 0	40
 1	95
 2	95
 3	106
 4	92
 5	107
 6	101
 7	122
 8	113
 9	99
10	90
11	95
12	117
13	81
14	81
15	94
16	95
17	112
18	100
19	100
20	109
21	94
22	93
23	90
24	111
25	94
26	116
27	88
28	87
29	95
30	102
31	83
32	85
33	113
34	92
35	86
36	84
37	106
38	107
39	89
40	83
41	108
42	113
43	125
44	86
45	89
46	117
47	106
48	95
49	116
50	82
51	98
52	108
53	100
54	86
55	83
56	85
57	102
58	114
59	80
60	107
61	123
62	108
63	88
64	104
65	110
66	100
67	88
68	81
69	114
70	110
71	90
72	122
73	108
74	100
75	78
76	109
77	92
78	115
79	97
80	108
81	93
82	100
83	115
84	93
85	100
86	102
87	86
88	122
89	111
90	103
91	93
92	100
93	101
94	111
95	90
96	105
97	121
98	105
99	108
100	54
