 0	50
 1	106
 2	112
 3	90
 4	117
 5	118
 6	107
 7	103
 8	103
 9	129
10	75
11	97
12	88
13	84
14	107
15	105
16	98
17	95
18	99
19	108
20	102
21	92
22	117
23	115
24	101
25	99
26	90
27	99
28	96
29	77
30	106
31	92
32	93
33	112
34	107
35	118
36	116
37	104
38	121
39	106
40	109
41	90
42	105
43	98
44	71
45	99
46	95
47	107
48	108
49	86
50	98
51	120
52	100
53	107
54	93
55	89
56	104
57	95
58	78
59	87
60	106
61	83
62	100
63	80
64	96
65	114
66	104
67	94
68	89
69	108
70	92
71	112
72	117
73	90
74	87
75	95
76	89
77	99
78	112
79	97
80	97
81	100
82	104
83	99
84	91
85	94
86	99
87	102
88	90
89	97
90	98
91	98
92	114
93	100
94	103
95	79
96	106
97	101
98	102
99	122
100	47
